community_id,size,mean_sentiment,sentiment_variance,polarization_morales,ECE,AOD,assortativity_sign,modularity_local
2684,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
2724,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
2825,4,0.0,0.0,0.0,0.0,0.0,0.0,8.677115841735537e-06
2866,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
2871,4,0.0,0.0,0.0,0.0,0.0,0.0,8.677115841735537e-06
2937,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
2986,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
2987,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
2994,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
3052,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
3064,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
3088,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
3119,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
3125,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
3190,5,0.0,0.0,0.0,0.0,0.0,0.0,1.156945432513805e-05
3236,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
3264,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
3294,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
3310,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
3311,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
3382,4,0.0,0.0,0.0,0.0,0.0,0.0,8.677115841735537e-06
3401,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
3409,4,0.0,0.0,0.0,0.0,0.0,0.0,8.677115841735537e-06
3410,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
3474,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
3632,4,0.0,0.0,0.0,0.0,0.0,0.0,8.677115841735537e-06
3633,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
3662,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
3674,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
3710,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
3715,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
3762,4,0.0,0.0,0.0,0.0,0.0,0.0,1.156945432513805e-05
3771,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
3826,4,0.0,0.0,0.0,0.0,0.0,0.0,8.677115841735537e-06
3839,4,0.0,0.0,0.0,0.0,0.0,0.0,1.156945432513805e-05
3849,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
3974,6,0.0,0.0,0.0,0.0,0.0,0.0,1.4461776076619226e-05
4040,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
4066,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
4094,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
4096,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
4104,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
4127,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
4131,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
4166,4,0.0,0.0,0.0,0.0,0.0,0.0,8.677115841735537e-06
4183,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
4185,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
4217,6,0.0,0.0,0.0,0.0,0.0,0.0,1.4461776076619226e-05
4227,5,0.0,0.0,0.0,0.0,0.0,0.0,1.156945432513805e-05
4235,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
4237,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
4367,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
4422,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
4442,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
4452,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
4460,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
4501,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
4526,5,0.0,0.0,0.0,0.0,0.0,0.0,1.156945432513805e-05
4581,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
4628,5,0.0,0.0,0.0,0.0,0.0,0.0,1.156945432513805e-05
4631,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
4633,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
4638,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
4657,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
4667,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
4680,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
4699,4,0.0,0.0,0.0,0.0,0.0,0.0,8.677115841735537e-06
4712,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
4725,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
4744,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
4812,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
4822,4,0.0,0.0,0.0,0.0,0.0,0.0,1.156945432513805e-05
4854,5,0.0,0.0,0.0,0.0,0.0,0.0,1.156945432513805e-05
4921,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
4944,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
4950,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
5001,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
5014,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
5027,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
5078,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
5096,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
5130,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
5143,6,0.0,0.0,0.0,0.0,0.0,0.0,1.4461776076619226e-05
5168,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
5188,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
5198,6,0.0,0.0,0.0,0.0,0.0,0.0,1.4461776076619226e-05
5226,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
5241,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
5250,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
5254,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
5256,4,0.0,0.0,0.0,0.0,0.0,0.0,8.677115841735537e-06
5261,4,0.0,0.0,0.0,0.0,0.0,0.0,8.677115841735537e-06
5273,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
5278,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
5295,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
5426,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
5451,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
5454,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
5490,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
5506,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
5537,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
5569,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
5573,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
5576,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
5615,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
5672,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
5681,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
5722,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
5834,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
5861,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
5868,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
5903,5,0.0,0.0,0.0,0.0,0.0,0.0,1.4461776076619226e-05
5914,5,0.0,0.0,0.0,0.0,0.0,0.0,1.156945432513805e-05
5916,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
5963,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
5990,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
6025,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
6148,4,0.0,0.0,0.0,0.0,0.0,0.0,8.677115841735537e-06
6196,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
6207,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
6228,3,0.0,0.0,0.0,0.0,0.0,0.0,8.677115841735537e-06
6250,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
6318,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
6328,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
6368,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
6435,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
6440,5,0.0,0.0,0.0,0.0,0.0,0.0,1.156945432513805e-05
6466,5,0.0,0.0,0.0,0.0,0.0,0.0,1.156945432513805e-05
6490,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
6503,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
6550,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
6570,4,0.0,0.0,0.0,0.0,0.0,0.0,8.677115841735537e-06
6597,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
6632,4,0.0,0.0,0.0,0.0,0.0,0.0,8.677115841735537e-06
6662,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
6671,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
6682,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
6689,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
6728,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
6744,5,0.0,0.0,0.0,0.0,0.0,0.0,1.156945432513805e-05
6772,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
6776,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
6794,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
6798,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
6886,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
6895,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
6935,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
6945,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
6969,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
6994,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
7050,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
7103,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
7117,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
7177,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
7199,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
7201,4,0.0,0.0,0.0,0.0,0.0,0.0,8.677115841735537e-06
7277,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
7285,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
7320,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
7387,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
7420,4,0.0,0.0,0.0,0.0,0.0,0.0,8.677115841735537e-06
7431,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
7525,4,0.0,0.0,0.0,0.0,0.0,0.0,8.677115841735537e-06
7547,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
7558,4,0.0,0.0,0.0,0.0,0.0,0.0,8.677115841735537e-06
7682,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
7730,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
7768,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
7787,3,0.0,0.0,0.0,0.0,0.0,0.0,8.677115841735537e-06
7829,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
7832,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
7872,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
7877,4,0.0,0.0,0.0,0.0,0.0,0.0,8.677115841735537e-06
7878,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
7881,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
7974,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
7979,4,0.0,0.0,0.0,0.0,0.0,0.0,8.677115841735537e-06
8075,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
8144,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
8186,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
8199,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
8206,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
8261,6,0.0,0.0,0.0,0.0,0.0,0.0,1.4461776076619226e-05
8310,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
8365,9,0.0,0.0,0.0,0.0,0.0,0.0,3.1815355215158306e-05
8387,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
8393,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
8406,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
8414,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
8442,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
8466,8,0.0,0.0,0.0,0.0,0.0,0.0,2.892313385520512e-05
8486,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
8588,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
8598,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
8607,7,0.0,0.0,0.0,0.0,0.0,0.0,2.0246369383817586e-05
8613,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
8654,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
8673,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
8679,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
8681,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
8683,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
8697,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
8698,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
8831,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
8853,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
8905,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
9016,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
9034,4,0.0,0.0,0.0,0.0,0.0,0.0,8.677115841735537e-06
9076,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
9107,4,0.0,0.0,0.0,0.0,0.0,0.0,8.677115841735537e-06
9116,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
9183,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
9198,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
9227,7,0.0,0.0,0.0,0.0,0.0,0.0,1.735408109617907e-05
9231,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
9239,6,0.0,0.0,0.0,0.0,0.0,0.0,1.4461776076619226e-05
9256,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
9296,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
9300,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
9333,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
9358,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
9369,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
9371,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
9382,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
9460,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
9483,4,0.0,0.0,0.0,0.0,0.0,0.0,8.677115841735537e-06
9507,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
9560,6,0.0,0.0,0.0,0.0,0.0,0.0,1.4461776076619226e-05
9571,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
9583,4,0.0,0.0,0.0,0.0,0.0,0.0,8.677115841735537e-06
9652,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
9675,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
9677,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
9682,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
9700,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
9758,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
9761,4,0.0,0.0,0.0,0.0,0.0,0.0,8.677115841735537e-06
9790,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
9798,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
9838,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
9855,4,0.0,0.0,0.0,0.0,0.0,0.0,8.677115841735537e-06
9858,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
9874,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
9897,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
9906,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
9951,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
9958,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
9959,5,0.0,0.0,0.0,0.0,0.0,0.0,1.156945432513805e-05
9972,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
10021,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
10024,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
10032,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
10122,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
10144,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
10177,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
10178,4,0.0,0.0,0.0,0.0,0.0,0.0,8.677115841735537e-06
10190,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
10264,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
10347,5,0.0,0.0,0.0,0.0,0.0,0.0,1.735408109617907e-05
10395,6,0.0,0.0,0.0,0.0,0.0,0.0,1.4461776076619226e-05
10468,5,0.0,0.0,0.0,0.0,0.0,0.0,1.156945432513805e-05
10498,4,0.0,0.0,0.0,0.0,0.0,0.0,8.677115841735537e-06
10596,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
10598,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
10608,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
10632,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
10640,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
10652,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
10678,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
10707,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
10753,5,0.0,0.0,0.0,0.0,0.0,0.0,1.4461776076619226e-05
10781,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
10782,4,0.0,0.0,0.0,0.0,0.0,0.0,8.677115841735537e-06
10793,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
10802,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
10812,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
10877,4,0.0,0.0,0.0,0.0,0.0,0.0,8.677115841735537e-06
10880,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
10898,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
10906,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
10933,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
10943,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
10962,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
