community_id,size,mean_sentiment,sentiment_variance
109,103,-0.22248424148385965,0.15345654866456643
2225,21,-0.17343798492636,0.09286987383295671
1000,32,-0.1341209001839161,0.08435710971646362
59,88,-0.24692911451513117,0.2597532742928879
6901,5,-0.29424031972885134,0.14330060388815807
30,101,-0.2552543680119042,0.18017770061766059
1824,16,-0.08937558543402702,0.13975289818175504
231,123,-0.03634888678789139,0.060174084595405304
1229,26,-0.018648248452406663,0.01277696324110755
64,74,-0.2277431215184766,0.18508089143748013
2296,19,-0.17935879606949656,0.09145273074828031
962,29,-0.16621462692474498,0.08697654126220863
1628,25,-0.2818527016043663,0.118619482017779
214,60,-0.2877184361219406,0.25447948497464706
181,40,-0.5506474355235695,0.15760475669223245
11,674,-0.023042127186051108,0.01729502791206659
2410,20,-0.0437708780169487,0.012262183600468424
119,59,-0.035897246735580896,0.020567368608583526
77,186,-0.016143896867350866,0.017262705833444594
2135,15,-0.09896315137545268,0.04314277778328845
150,53,0.0031327924357270297,0.00032182045259975455
418,42,-0.23932669001320997,0.17972368206942585
2100,20,-0.09108611606061459,0.10787107564677652
1738,12,-0.1012310062845548,0.09326641408461199
6541,6,-0.1410853167374929,0.09952533299459342
3553,11,-0.050511995499784294,0.02078489574817213
43,193,-0.23991639474937643,0.21647046081184398
11959,2,0.3862704038619995,0.1492048248997122
761,26,-0.2546261159273294,0.14688314372172537
118,63,-0.4251486183631988,0.1450927340512831
15479,1,-0.6913581490516663,0.0
125,49,-0.45618216480527607,0.18688648365455382
15477,1,-0.7648665904998779,0.0
2424,15,-0.1309456445276737,0.06064890406691654
158,75,-0.46189525643984475,0.22729093358868033
4105,8,-0.18242180906236172,0.3175327283897671
1047,30,-0.21287786389390628,0.10794680657177087
95,63,-0.28390054570304024,0.20148073431504646
1667,19,-0.07148429751396179,0.11549030793204429
1455,10,-0.21161090433597565,0.18243466249752563
159,62,-0.47967251810816025,0.21616597881262997
2786,13,-0.2745798963766832,0.15652903637249085
4176,12,-0.043856880317131676,0.017769567564603628
1876,18,-0.25919555086228585,0.0988568463464537
1336,20,-0.33372601494193077,0.14669296637753035
2710,18,-0.10066952763332261,0.06340739312667486
61,95,-0.4590204402020103,0.14091372579987899
3910,8,-0.23244121298193932,0.10278989099821642
176,84,-0.32335884931186837,0.21741600403347275
16,239,-0.37674141603533695,0.19883783614864878
1692,18,-0.33360063367419773,0.18322497068383314
262,46,-0.46300128742080665,0.14429471870542518
194,62,-0.3172098645760167,0.23382992891770082
3786,14,-0.220936690058027,0.1453788265581867
1639,18,-0.049514982435438365,0.017548027265498884
865,23,0.025889653874480206,0.12179611725674057
3924,13,-0.2315993492419903,0.12397735222574825
14,477,-0.30048223869949264,0.2266907140801256
4159,10,-0.16001450568437575,0.09578385412716761
3334,13,-0.09873394324229313,0.049217232962137265
685,15,-0.228547602891922,0.17158883426635055
72,63,-0.3492155175596949,0.17889669146515408
11420,3,-0.34804826974868774,0.06590155435655969
2866,15,-0.23046385645866393,0.09939006226917853
5401,8,0.12235289439558983,0.14360111376094994
711,25,-0.30242012411355973,0.13939574521841686
450,27,-0.32342976511076643,0.12663142878698302
130,124,-0.2558049174746679,0.2553619118295388
94,26,-0.47679483288755786,0.14758275793650602
2493,15,-0.02323627273241679,0.0724519608984348
7440,5,-0.3280023455619812,0.16820638996908088
3357,12,-0.16256954396764436,0.094438145203581
373,65,-0.0649781726873838,0.10373602125250335
81,33,-0.32820863796002936,0.24499695287860696
8604,4,-0.010785210877656937,0.00034896232102658853
7442,4,-0.15570038557052612,0.025777706008721424
79,178,-0.18503950762279917,0.2710757301013136
763,10,-0.379735004901886,0.16136445114111725
15468,1,-0.9600004553794861,0.0
2667,19,0.015871466774689525,0.07215980659016531
19,313,-0.5032771425649,0.18151779294744816
103,139,-0.11470542143253114,0.22100158475859588
2471,22,0.003986141221089797,0.00033367575852389633
56,127,-0.02989238424329307,0.2765865087314965
3503,15,0.007229085763295492,0.0007316355336231422
5108,8,-0.0804635426029563,0.047522518605797745
516,43,-0.29109740447859433,0.26413829532349237
4705,9,-0.10281616614924537,0.05357097914904213
4951,3,-0.25760499636332196,0.1828715360730426
5216,5,-0.3650296241044998,0.16958355150373444
6543,6,-0.14351054032643637,0.042639701637167245
11437,3,-0.2657140294710795,0.14120789091551542
343,50,-0.24455279260873794,0.20935849978360935
453,36,-0.23266305091480413,0.21290649626253452
819,49,-0.0259102996514768,0.026712528231473208
241,61,-0.1853501203729481,0.21047038682181315
11438,3,-0.2519974907239278,0.1270054706623122
4742,10,-0.037153009325265884,0.011403438379885725
3941,12,-0.08629417729874451,0.0644842774717591
1028,21,-0.1571831355492274,0.12248932491690663
8866,3,-0.3257356484731038,0.0642703464844519
679,18,-0.16146049689915445,0.11748691631426413
565,34,-0.05782840379020747,0.12176859420177578
459,25,-0.2782758417725563,0.177069718802209
65,143,-0.44280543449250137,0.2806583688085255
3234,13,-0.1406713861685533,0.08774431410966846
1431,34,0.0009280250352971694,2.842060538256432e-05
6098,7,0.02399721635239465,0.008158656202584134
280,54,-0.22983512627305808,0.13537695878582032
1655,22,-0.20878832347013734,0.1278876969433188
15467,1,-0.5929265022277832,0.0
907,24,-0.2637069833775361,0.12456120040679253
152,77,-0.3213171819587807,0.24779748259888443
18,407,-0.40648871702336564,0.21294978991998725
1504,24,-0.32011847260097664,0.1956764475857833
2499,14,-0.30587900429964066,0.09431887640164373
2070,13,-0.4236926803222069,0.16184528304016213
114,122,-0.39860694873772684,0.15335022660073705
5187,9,0.022785961627960205,0.004153600378486999
1383,13,0.060880874211971574,0.07924404339054901
11764,3,-0.21668378512064615,0.09390372546842073
108,129,-0.4265360248007978,0.21275224374379148
2677,16,-0.016807696782052517,0.18567365267239258
15456,1,-0.09242255985736847,0.0
110,29,-0.30347236040337333,0.19431738604690388
342,54,-0.39067072904220335,0.13750620796298232
7446,5,-0.006141256541013718,0.0001508601276101751
260,43,-0.39685010979341906,0.163098915065921
1031,28,0.01095452079815524,0.05740080476953762
722,13,-0.0004096856484046349,0.13049693069030316
2549,18,-0.2071323659684923,0.11034720773691445
916,24,-0.1788404652227958,0.18649029365232317
1983,22,-0.02401071312752637,0.06706086938005767
2033,21,-0.2016062991959708,0.13725670257480957
1877,18,-0.22798016294836998,0.11060319337214711
1719,12,-0.2162080847968658,0.06765615355265034
8594,4,-0.1118292585015297,0.037517349171005854
136,57,-0.5390823594572252,0.1980693665014369
68,124,0.015305862972332586,0.12885702282001887
1521,17,-0.2801276384031071,0.18919104048745763
696,25,-0.31734878718853,0.13515339517392821
12169,2,-0.26236072182655334,0.0688331483573501
2865,18,-0.07967536606722408,0.07486433355286924
820,5,-0.5104084610939026,0.1775071498035743
174,14,-0.367627671786717,0.20180540747127443
4179,12,-0.03844203551610311,0.009710165801482627
69,53,-0.25769453797981423,0.18872955670934022
6090,5,-0.5043192982673645,0.1737438381132682
11443,3,-0.3288472245136897,0.1362819211688944
2351,14,-0.11176343075931072,0.04633199985756507
1285,21,-0.31516914459921064,0.14986511803267172
971,27,-0.10102297172502235,0.06673134052568487
111,129,0.036319173121637155,0.0952235147079406
2202,13,-0.11110346019268036,0.2920251883312475
1834,25,-0.07079973295331002,0.034551229743391525
11444,3,0.11352805296579997,0.025777237620410964
959,21,-0.25331089326313566,0.12398181632170846
2321,16,-0.02072202041745186,0.04905830694076686
12159,2,0.07557503134012222,0.005711585362060456
4743,10,-0.12571253590285777,0.06788545836219081
8854,3,-0.2298299769560496,0.046333530630191876
7447,4,-0.2933236360549927,0.12362947326722917
1585,14,-0.44127493671008516,0.1444066893547262
2970,17,-0.12154169117703158,0.0649934364139885
553,36,-0.15146171011858517,0.08958055581022932
2888,17,-0.07564780642004575,0.05107732363062173
1087,23,-0.3116211806950362,0.13502664723776492
15431,1,-0.7767578959465027,0.0
1681,25,-0.15357011497020723,0.08640825666437855
1721,11,-0.22597765922546387,0.1532874138926738
4076,9,-0.42098307609558105,0.22567854617118066
26,269,-0.4287228596476374,0.19592367795474422
4886,10,-0.03399719595909119,0.010402283997727618
157,88,-0.2837561797350645,0.20710333809789666
4996,6,-0.12969623506069183,0.03366101647465721
1423,15,-0.45354186271627744,0.13781892835930215
256,55,-0.14183904338966716,0.18431545618851794
2542,9,-0.08625837498241001,0.042963698272754404
2217,21,0.02248098169054304,0.029420807517381013
860,22,-0.31732971288941125,0.17684980988349014
3192,15,-0.17857195138931276,0.1207475141437666
6089,7,-0.08495746765817914,0.018602345911035982
1688,17,-0.1904546392752844,0.11870159026099562
2602,21,-0.0365341135433742,0.016424382079579265
200,75,-0.25761074632406233,0.24743307145207982
4302,10,-0.251769557595253,0.13441325402835055
7562,5,-0.26057000160217286,0.13351134729926373
248,77,-0.49313320161460283,0.1680618559213182
2425,18,-0.12331194244325161,0.062185399311993544
5508,8,0.013637498021125793,0.21013613805508657
1693,20,-0.2691916096955538,0.17344419745586664
2570,10,-0.21470100954174995,0.0921064299110292
1507,12,-0.3859916478395462,0.11688380504050215
70,124,-0.33863140393288865,0.16255579190948433
112,87,-0.3467284695341669,0.2407326218033708
84,87,-0.27140305413939486,0.26083668509462027
973,25,-0.14784673735499382,0.15601251102093358
6596,6,-0.07979857921600342,0.01280963662121811
586,29,-0.1458649025138082,0.18322382108794005
992,30,-0.13054554611444474,0.07210393741969011
473,40,-0.2786255806684494,0.13766279791845498
775,25,-0.11409430220723152,0.10090296321138129
2554,20,-0.12081163302063942,0.08442023155851142
5194,8,-0.05343879014253616,0.14228230581503482
35,1,0.0,0.0
1893,14,-0.3470596511449133,0.21715510693873183
5376,8,-0.07762104645371437,0.08521797626780944
189,38,-0.15552971766967522,0.28718053292561274
768,25,-0.1602308639883995,0.20726411495371316
3202,15,-0.2931481122970581,0.27323619898887447
341,39,-0.3005378842353821,0.2656681980022582
249,60,-0.2513168640434742,0.20628742430783706
6,649,-0.44354964736475966,0.2071935459886214
8591,4,0.026582106947898865,0.16941335407138491
3291,15,-0.02251584306359291,0.05234235361901179
4140,11,-0.14536854015155273,0.08588257295961997
138,65,-0.03178497925400734,0.046925860671682355
1750,20,-0.442527574673295,0.16940957360558356
1714,16,-0.11109021259471774,0.11739546167070683
4744,8,-0.348978478461504,0.16669988166619173
82,88,-0.35365191842852667,0.20707569952832985
1464,22,-0.14210655201565137,0.13584513859060693
940,27,-0.24057085701712855,0.0990501723734235
408,23,-0.1566404144725074,0.13647732037082302
2929,15,-0.17438938617706298,0.16756003087757734
493,40,-0.1911977465264499,0.15249677029064812
2931,13,-0.32836671288196856,0.10500187994994242
790,23,-0.5234541303437689,0.16505937575161733
3562,13,-0.20245973078104165,0.08306516775749283
563,23,-0.2696691829225291,0.10912514930924648
1517,18,-0.2922995032535659,0.12941617169244082
3616,15,-0.19430669397115707,0.15074017760245667
1522,8,-0.012780931778252125,0.256890735059817
3560,13,-0.18807211575599816,0.08427290971771687
897,21,-0.22411546394938514,0.06745743430575646
3012,14,-0.1891014575958252,0.1677489724274816
2171,14,0.04611432711992945,0.08043638390496864
5373,7,-0.08929323298590523,0.04783968874245094
66,149,-0.4149770856203649,0.27738552779768544
3508,14,-0.039378570658820014,0.1498235392602671
386,52,-0.30256443785933346,0.212333566180901
8588,4,-0.22772052884101868,0.15556991776689966
305,32,-0.11725036683492362,0.33417687255631096
7449,4,-0.2302469201385975,0.13365857301147935
204,59,-0.39637222999738436,0.21417460845663933
2065,20,-0.22650947831571103,0.1629918080106278
2267,13,-0.032173169346956104,0.10462340136312487
8582,4,-0.11363286525011063,0.0387372841948494
1351,22,-0.26371252604506235,0.12314467817716489
4237,12,-0.2667975928634405,0.13647713219634797
31,149,-0.24278051271134574,0.30080568832645715
255,46,-0.3237563886720201,0.21636003624979494
6082,5,-0.17811422944068908,0.10984411710325133
2239,14,-0.34316471857684,0.14659992669630068
566,36,-0.1564988281784786,0.2185813034968592
2275,23,-0.04049540343491927,0.05847862046374325
234,45,-0.539484329521656,0.1193618886738131
3438,12,-0.18282377471526465,0.11064798933298699
1308,14,-0.16594330540725163,0.107395275341459
331,55,-0.047293308106335724,0.31526406289016123
4017,13,0.04645758523390843,0.18157114440021632
3295,15,-0.19108174244562784,0.05858108314996983
4746,10,-0.3087040275335312,0.14458476000394677
3454,13,-0.05203584180428432,0.08963857821235496
667,28,-0.17883199054215634,0.18695440979345546
2995,16,-0.0975769602227956,0.061760888759921674
655,15,-0.3895223453640938,0.12914702151543891
2181,20,-0.004939121007919311,0.05202329266127779
3410,16,-0.26465033320710063,0.26105517417345836
11453,3,-0.21103891730308533,0.2128635927170214
227,59,-0.45986567904888576,0.1685241539897354
2918,8,-0.3829643912613392,0.07635823261977823
73,33,-0.3974940286892833,0.11559037101287611
1508,18,-0.3116768060459031,0.11570414992712233
880,23,-0.1765535360445147,0.08373835876247053
11458,3,-0.22463864088058472,0.10092503795335261
776,21,-0.08912967952589194,0.18087919491542084
2968,16,-0.06389693729579449,0.03082505117275857
155,63,-0.4771515899707401,0.15973698085013913
2208,19,-0.17813538407024584,0.09123034816220603
982,30,-0.12648721287647882,0.07582527195891772
8580,4,0.071364626288414,0.015278729655854972
2468,16,-0.22793093044310808,0.12685964076642683
461,43,-0.45850541148074836,0.1400186110097647
3946,6,-0.08800026029348373,0.15699214962408678
1539,15,0.1773242880900701,0.07633343786004773
14386,2,0.2010480910539627,0.04042033491644248
5370,6,-0.37626736362775165,0.1649438123685123
1587,15,-0.3205039968093236,0.1212901507448675
399,10,0.002193146571516991,0.36507805650207936
192,49,-0.09256988140393277,0.27936365710673444
676,11,-0.3196071115407077,0.2358825170985657
12148,2,-0.4050121605396271,0.16403485018497665
6828,5,-0.12122551798820495,0.06544218803471069
830,5,-0.2561024509370327,0.16022830075325292
6819,2,-0.18757882714271545,0.035185816392236724
2443,18,-0.19180679693818092,0.20718922522751893
170,73,-0.3352717272426984,0.22033225149594207
7450,5,-0.06622648239135742,0.0175437878797311
186,58,-0.31074137683829356,0.20309229525340852
46,1,-0.5149832367897034,0.0
2395,13,-0.11045751176201381,0.17132502561577173
11461,3,0.0035966821014881134,2.5872244278329903e-05
320,53,-0.13889485506235427,0.2727354478613385
2450,9,-0.32100645701090497,0.10005587619552317
2131,23,0.010876445342665133,0.06271560838906366
756,19,-0.24103864360796778,0.1784744202295443
2005,24,-0.04768604412674904,0.04441335046326883
378,22,-0.2629399052397771,0.16536580197349268
58,134,-0.3351092860658667,0.24918691760321676
2767,17,-0.11899692170760211,0.09105325755918722
2651,9,0.062479679783185325,0.26499845491169916
4245,11,-0.01869504831053994,0.11423008736802455
5607,1,-0.9164500832557678,0.0
4639,9,-0.34168867270151776,0.15112659767150582
264,75,-0.40570091913143796,0.11183677416568988
2145,20,-0.11925552859902382,0.060505685315593395
4750,6,-0.22490666806697845,0.07591914023259656
1072,19,-0.36424913531855535,0.10919893562171316
2750,18,-0.06726744046641721,0.023335922346364224
12147,2,-0.2523696720600128,0.06369045137567841
90,3,-0.5229236284891764,0.1367262255105438
2336,23,0.04077829485354216,0.03658312528557332
11463,3,-0.21437267462412515,0.09191128725100207
415,39,-0.2632239927084018,0.20829937132097046
309,62,-0.16224757293539663,0.11990865111396934
2098,23,-0.035957095415695854,0.014530244000287542
3067,12,-0.2656667580207189,0.20414984288793145
2319,9,-0.03913283679220411,0.19623010117629708
11466,3,-0.17931165297826132,0.06430533778759281
8572,4,-0.31721433252096176,0.10954037756874307
402,29,-0.31516096766652735,0.22136613749467393
3681,14,-0.11228661026273455,0.07143481891316099
1061,17,-0.43268968866151925,0.25211989918600447
1879,16,-0.09780416265130043,0.1249469454472458
337,26,-0.3936029758590918,0.13183213525096843
4712,9,-0.0908209118578169,0.03609111598230155
3008,15,-0.16847762564818064,0.11491382662717431
1767,14,-0.26130696332880426,0.23599681595614339
2309,14,-0.09860968696219581,0.17388860695889222
2837,15,-0.0938562606771787,0.06228724408671439
3548,4,-0.1947632133960724,0.11379812787709209
7451,4,-0.09194711223244667,0.003677681970257793
12145,2,0.0901515930891037,0.00812730973650333
316,39,-0.24340018782860193,0.12688393793836597
2523,12,-0.2696713289866845,0.11814089653097619
11965,2,-0.2196972817182541,0.0482668955943899
3318,16,-0.07208497822284698,0.08366032034261806
3127,11,-0.23183310302821072,0.13085632336409045
2959,14,-0.0877018975360053,0.17686777410829224
7452,4,-0.22159594297409058,0.07283502751753801
11468,3,-0.21675308545430502,0.09396380010792249
1418,26,-0.18250188518028992,0.1328441324780575
2406,14,-0.2641208326177938,0.10927969753357601
1117,34,-0.01802165061235428,0.004217157692014463
7698,4,-0.37321682274341583,0.14926859653926416
2206,17,-0.13487258027581608,0.19293224231583816
2485,15,-0.24065471092859905,0.09170081264949408
3671,13,0.004764152260927053,0.00027236576118355634
2732,20,-0.03399462252855301,0.04473500854855102
78,144,-0.42370055119196576,0.20272117130000178
1310,13,-0.22133803367614746,0.10057963227575557
1009,22,-0.24422219327904962,0.2022755989690246
1360,3,-0.058386782805124916,0.2841058645373009
2495,17,0.015513761955149034,0.031401013787487185
617,26,-0.32106299010606915,0.18106659669351244
483,40,-0.2153091668151319,0.12663822719004
594,28,-0.04191882801907403,0.1775722597291496
428,32,-0.25617759651504457,0.09697485859938085
533,36,-0.18378083780407906,0.12180079072556395
379,31,-0.3035555150239698,0.23619896973535265
1293,17,-0.190221687011859,0.15582878369461267
1574,19,-0.2876422915019487,0.1552828295213115
4022,9,-0.18723153902424705,0.0989878141637218
294,52,-0.2954783133016183,0.23534602533107635
1258,26,-0.23232382994431716,0.12795387832527472
3424,16,-0.031177387107163668,0.02158019510189737
1315,18,-0.20366955631309086,0.1917621585276777
4097,7,0.011585150446210588,0.005256267438272976
