community_id,size,sentiment_variance,sentiment_mean,frac_positive,frac_negative,polarity_balance,bimodality,semantic_cohesion,internal_density,conductance
65,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
162,4,0.0,0.0,0.0,0.0,0.0,,0.32787397503852844,0.6666666666666666,0.0
187,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
278,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
355,5,0.0,0.0,0.0,0.0,0.0,,0.43164271116256714,0.6,0.0
389,32,0.0,0.0,0.0,0.0,0.0,,0.0,0.06451612903225806,0.0
403,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
503,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
556,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
560,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
561,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
628,5,0.0,0.0,0.0,0.0,0.0,,0.0,0.4,0.0
666,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
758,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
778,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
843,4,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.0
864,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
900,4,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.0
940,6,0.0,0.0,0.0,0.0,0.0,,0.9976534247398376,0.5333333333333333,0.0
942,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
984,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
1005,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
1036,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
1124,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
1202,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
1301,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
1306,4,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.0
1320,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
1337,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
1423,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
1461,4,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.0
1480,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
1523,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
1592,5,0.0,0.0,0.0,0.0,0.0,,0.0,0.4,0.0
1643,4,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.0
1654,6,0.0,0.0,0.0,0.0,0.0,,0.5471569299697876,0.4666666666666667,0.0
1743,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
1794,3,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0
1841,4,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.0
1847,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
1857,3,0.0,0.0,0.0,0.0,0.0,,0.45791786909103394,0.6666666666666666,0.0
1904,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
1906,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
1915,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
1943,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
2004,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
2008,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
2062,9,0.0,0.0,0.0,0.0,0.0,,0.0,0.2222222222222222,0.0
2099,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
2126,4,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.0
2148,4,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.0
2227,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
2234,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
2289,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
2346,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
2348,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
2429,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
2483,5,0.0,0.0,0.0,0.0,0.0,,0.6717978119850159,0.6,0.0
2519,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
2543,4,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.0
2632,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
2649,5,0.0,0.0,0.0,0.0,0.0,,0.6315608620643616,0.6,0.0
2672,4,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.0
2684,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
2724,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
2825,4,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.0
2866,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
2871,4,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.0
2937,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
2986,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
2987,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
2994,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
3052,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
3064,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
3088,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
3119,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
3125,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
3190,5,0.0,0.0,0.0,0.0,0.0,,0.0,0.4,0.0
3236,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
3264,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
3294,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
3310,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
3311,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
3382,4,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.0
3401,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
3409,4,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.0
3410,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
3474,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
3632,4,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.0
3633,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
3662,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
3674,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
3710,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
3715,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
3762,4,0.0,0.0,0.0,0.0,0.0,,0.6464625000953674,0.6666666666666666,0.0
3771,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
3826,4,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.0
3839,4,0.0,0.0,0.0,0.0,0.0,,0.5865961909294128,0.6666666666666666,0.0
3849,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
3974,6,0.0,0.0,0.0,0.0,0.0,,0.0,0.3333333333333333,0.0
4040,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
4066,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
4094,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
4096,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
4104,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
4127,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
4131,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
4166,4,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.0
4183,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
4185,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
4217,6,0.0,0.0,0.0,0.0,0.0,,0.0,0.3333333333333333,0.0
4227,5,0.0,0.0,0.0,0.0,0.0,,0.0,0.4,0.0
4235,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0
